50G01020,台湾政治经济与两岸关系,,,,,学院路校区,"彭付芝◇[5-12周]星期七第3 ，4节,星期七第1 ，2节◇主M302",公共选修课程,选修,马克思主义学院,1.5,119/321
50G01030,图像处理,,,,,学院路校区,"游  晖◇[5-12周]星期七第7 ，8节,星期七第5 ，6节◇主M301",公共选修课程,选修,宇航学院,1.5,161/246
50G01050,西方音乐史与名曲鉴赏,,,,,学院路校区,"李爱华◇[5-12周]星期六第3 ，4节,星期六第1 ，2节◇主M201",公共选修课程,选修,人文社会科学学院,1.5,30/238
50G01080,演讲与口才,,,,,学院路校区,"姚小玲◇[5-12周]星期六第3 ，4节,星期六第1 ，2节◇主M204",公共选修课程,选修,马克思主义学院,1.5,-1/20
50G01120,中国少数民族的历史、宗教与文化,,,,,学院路校区,"黄建华◇[5-12周]星期七第7 ，8节,星期七第5 ，6节◇主M202",公共选修课程,选修,马克思主义学院,1.5,128/329
50G01170,CAD与三维设计,,,,,学院路校区,"王晚霞◇[5-11周]星期七第3 ，4节,星期七第1 ，2节◇",公共选修课程,选修,机械工程及自动化学院,1.0,0/39
50G01240,声乐与合唱艺术,,,,,学院路校区,"苏丹娜◇[5-12周]星期七第3 ，4节,星期七第1 ，2节◇主127",公共选修课程,选修,人文社会科学学院,1.5,11/48
50G01270,国际商法,,,,,学院路校区,"薄守省◇[5-12周]星期七第9 ，10节,星期七第7 ，8节◇主M201",公共选修课程,选修,法学院,1.5,238/309
B2G010130,清洁生产与可持续发展,,,,,学院路校区,"朱立群,李卫平◇[2-8周]星期二第11节,星期二第9 ，10节◇主349",一般通识类,选修,材料科学与工程学院,1.0,0/200
B2G010170,材料与社会,,,,,学院路校区,李锐星◇[2-10周]星期四第9 ，10节◇F101,一般通识类,选修,材料科学与工程学院,1.0,1/100
B2G010180,纳米结构轻合金制备技术及其应用,,,,,学院路校区,刘  彤◇[2-10周]星期四第7 ，8节◇F203,一般通识类,选修,材料科学与工程学院,1.0,0/30
B2G020140,单片机原理及应用,,,,,学院路校区,荣  欣◇[2-10周]星期一第9 ，10节◇F121,一般通识类,选修,电子信息工程学院,1.0,3/100
B2G020150,EDA基础,,,,,学院路校区,王文光◇[2-10周]星期四第9 ，10节◇主南305,一般通识类,选修,电子信息工程学院,1.0,14/30
B2G030150,单片机原理及应用(Motorola),,,,,学院路校区,申文达◇[2-14周]星期四第9 ，10节◇主北303,一般通识类,选修,自动化科学与电气工程学院,1.5,4/30
B2G030160,DSP原理及应用,,,,,学院路校区,"吴  冠,徐  东◇[2-17周]星期二第9 ，10节◇主119",一般通识类,选修,自动化科学与电气工程学院,2.0,106/150
B2G030230,电子自助实验,,,,,学院路校区,"肖  瑾◇[2-10周]星期三第11节,星期三第9 ，10节◇主113",一般通识类,选修,自动化科学与电气工程学院,2.0,25/50
B2G030240,基于DSP语音型单片机自主实验,,,,,学院路校区,"孙  丹◇[9-9周]星期七第7 ，8节,星期六第1 ，2节,星期六第3 ，4节,星期六第5 ，6节,星期六第7 ，8节,星期七第1 ，2节,星期七第3 ，4节,星期七第5 ，6节◇主119",一般通识类,选修,自动化科学与电气工程学院,1.0,8/30
