B2G010111,Principles and Applications of Thermal Analysis for Materials Characterization,,,,,学院路校区,"Nicholas A.Hawkins◇[1周]星期三第1,2节,星期五第1,2节,星期日第1,2节,星期一第1,2节,[1周]星期三第3,4节,星期五第3,4节,星期日第3,4节,星期一第3,4节,[1周]星期四第5,6节,星期六第5,6节,星期二第5,6节,[1周]星期四第7,8节,星期六第7,8节,星期二第7,8节,[2周]星期一第1,2节,[2周]星期一第3,4节◇G101◇选课要求:◇◇",一般通识类,选修,材料科学与工程学院,2.0,-1/27
B2G010121,"Structure, Property and Function of Biomacromolecules",,,,,学院路校区,"管  娟◇[3,4周]星期二第5,6节,[3,4周]星期二第7,8节,[3,4周]星期四第1,2节,[3,4周]星期四第3,4节◇F205◇选课要求:◇◇",一般通识类,选修,材料科学与工程学院,1.0,-4/40
B2G020111,Appreciation of Classical Papers: The Selected Top Papers in Electromagnetism,,,,,学院路校区,"谢拥军◇[1-4周]星期二第1,2节,[1-4周]星期二第3,4节,[1-4周]星期四第5,6节,[1-4周]星期四第7,8节◇D221◇选课要求:◇◇",一般通识类,选修,电子信息工程学院,2.0,-3/28
B2G020131,Electromagnetic Compatibility,,,,,学院路校区,"阎照文,赵小莹,王晓晓◇[1-4周]星期三第5,6节,[1-4周]星期三第7,8节,[1-4周]星期一第1,2节,[1-4周]星期一第3,4节◇F122◇选课要求:◇◇",一般通识类,选修,电子信息工程学院,2.0,28/80
B2G020141,Spintronics: Fundamentals to Applications,,,,,学院路校区,"Albert Fert,赵巍胜,于海明◇[1-4周]星期二第5,6节,[1-4周]星期二第7,8节,[1-4周]星期四第1,2节,[1-4周]星期四第3,4节◇D215◇选课要求:◇◇",一般通识类,选修,电子信息工程学院,2.0,-1/45
B2G030111,Dynamic System and Controls,,,,,学院路校区,"Mileta Tomovic◇[1-4周]星期二第5,6节,[1-4周]星期二第7,8节,[1-4周]星期四第1,2节,[1-4周]星期四第3,4节◇D221◇选课要求:◇◇",一般通识类,选修,自动化科学与电气工程学院,2.0,-1/45
B2G030121,Frontier Approaches of Control Science,,,,,学院路校区,"闫  鹏,李  阳◇[2周]星期四第1,2节,星期一第1,2节,星期二第1,2节,星期三第1,2节,[2周]星期四第3,4节,星期一第3,4节,星期二第3,4节,星期三第3,4节,[3周]星期四第1,2节,星期一第1,2节,星期二第1,2节,星期三第1,2节,[3周]星期四第3,4节,星期一第3,4节,星期二第3,4节,星期三第3,4节◇F121◇选课要求:◇◇",一般通识类,选修,自动化科学与电气工程学院,2.0,-17/80
B2G030131,Introduction to System Simulation and Applications,,,,,学院路校区,"Ralph Huntsinger◇[1,2周]星期四第1,2节,[1,2周]星期四第3,4节,[1-3周]星期二第5,6节,[1-3周]星期二第7,8节,[1-3周]星期一第1,2节,[1-3周]星期一第3,4节◇F118◇选课要求:◇◇",一般通识类,选修,自动化科学与电气工程学院,2.0,-4/45
B2G030141,Electro-hydraulic Servo Control Systems,,,,,学院路校区,"于黎明◇[1,2周]星期三第5,6节,[1,2周]星期三第7,8节,[1,2周]星期一第1,2节,[1,2周]星期一第3,4节◇F205◇选课要求:◇◇",一般通识类,选修,自动化科学与电气工程学院,1.0,-8/21
B2G030151,Pilot-Aircraft Flight Control Systems,,,,,学院路校区,"于黎明◇[1,2周]星期二第5,6节,[1,2周]星期二第7,8节,[1,2周]星期四第1,2节,[1,2周]星期四第3,4节◇F205◇选课要求:◇◇",一般通识类,选修,自动化科学与电气工程学院,1.0,-13/35
